Question ,Question Id,Category,Country
"[KOL] On Slide 15 we have outlined some agents that are current in development for mNSCLC. Are there any of particular attention? If so, why? ",93,mNSCLC: Landscape,none
[KOL] What do you expect to be the future standard of care for 2L HER2m mNSCLC patients?,94,mNSCLC: Landscape,none
What is your overall impression of the hypothetical Product X profile in mNSCLC? What do you see as the key strengths and weaknesses?,100,mNSCLC: Value & Trial Design Assessment,none
What are your perceptions of the:,101,mNSCLC: Value & Trial Design Assessment,none
Phase 2 design,101.a,mNSCLC: Value & Trial Design Assessment,none
Single-arm trials?,101.b,mNSCLC: Value & Trial Design Assessment,none
"If the single-arm design is not perceived as acceptable, probe what would be considered the appropriate clinical comparator?",101.b.i,mNSCLC: Value & Trial Design Assessment,none
2L+ HER2m target population?,101.c,mNSCLC: Value & Trial Design Assessment,none
"Endpoints selection: ORR as the primary endpoint, with OS, PFS, and DOR as secondary endpoints?",101.d,mNSCLC: Value & Trial Design Assessment,none
Magnitude of effect for each of the endpoints? ,101.e,mNSCLC: Value & Trial Design Assessment,none
"If the magnitude of effect is perceived as insufficient, what are your expectations on the incremental benefit on key endpoints vs. the appropriate comparator?  

safety data? ",101.e.i,mNSCLC: Value & Trial Design Assessment,none
Safety data?,101.f,mNSCLC: Value & Trial Design Assessment,none
[KOLs] What are the key side effects that influence your prescribing decision?,102,mNSCLC: Value & Trial Design Assessment,none
[KOLs] What are the key side effects that limit patients’ ability to receive or continue SoC therapies? ,103,mNSCLC: Value & Trial Design Assessment,none
How do you consider the overall evidence package for Product X including Trial 1 and Trial 2 in mNSCLC?  ,104,mNSCLC: Value & Trial Design Assessment,none
Is there any additional evidence that could be provided to address any value gaps or evidence requests?,105,mNSCLC: Value & Trial Design Assessment,none
"Please refer to Exhibit 6. What is the therapeutic improvement over standard of care that Product X offers in 2L+ HER2m mNSCLC on a scale of 1 to 5, where 1 is no therapeutic value, 3 is a moderate therapeutic improvement, and 5 is a breakthrough innovation?  Please provide rationale. ",106,mNSCLC: Value & Trial Design Assessment,none
[KOL] Do you expect inclusion of Product X in your mNSCLC national guidelines? Which ones?  ,107,mNSCLC: Value & Trial Design Assessment,none
What would impact guideline recommendation / inclusion? ,107.a,mNSCLC: Value & Trial Design Assessment,none
What is the impact of ESMO guidelines on national guideline inclusion?  ,107.b,mNSCLC: Value & Trial Design Assessment,none
[DE KOL] Probe expected inclusion in Onkopedia ,107.c,mNSCLC: Value & Trial Design Assessment,none
"[KOL] Assuming reimbursement for 2L+ HER2m mNSCLC, how would you expect to use the hypothetical Product X relative to other treatments for HER2m mNSCLC patients? ",108,mNSCLC: Value & Trial Design Assessment,none
"Out of 100 patients with 2L HER2m mNSCLC, how many would you give product X? Why? ",108.a,mNSCLC: Value & Trial Design Assessment,none
[KOL] What additional data would increase your likelihood of prescribing Product X?,109,mNSCLC: Value & Trial Design Assessment,none
"Do you expect Product X to meet the criteria for the early access program (acces precoce)? If yes, how would it impact outcomes? ",110,[Payer] mNSCLC: HTA Assessment ,France
[FR] How would the manufacturer increase potential for early access? ,110.a,[Payer] mNSCLC: HTA Assessment ,France
What SMR rating will the Transparency Committee (TC) provide for Product X in 2L+ mNSCLC? ,111,[Payer] mNSCLC: HTA Assessment ,France
"What is driving this SMR rating? Probe: efficacy : AE ratio, lack of comparative data ",111.a,[Payer] mNSCLC: HTA Assessment ,France
What specific evidence can support the SMR level? ,111.b,[Payer] mNSCLC: HTA Assessment ,France
"Probe efficacy on profile, efficacy to safety ratio, high unmet need in HER2m mNSCLC? ",111.b.i,[Payer] mNSCLC: HTA Assessment ,France
What ASMR to you expect the TC will provide?  ,112,[Payer] mNSCLC: HTA Assessment ,France
What will the ASMR rating be given against?,112.a,[Payer] mNSCLC: HTA Assessment ,France
What is driving the ASMR rating?,112.b,[Payer] mNSCLC: HTA Assessment ,France
Comparator,112.b.i,[Payer] mNSCLC: HTA Assessment ,France
Phase 2 design ,112.b.ii,[Payer] mNSCLC: HTA Assessment ,France
Clinical evidence: OS and ORR ,112.b.iii,[Payer] mNSCLC: HTA Assessment ,France
"Single-arm design 

If the single-arm design is not appropriate, what would be considered the appropriate clinical comparator?  ",112.b.iv,[Payer] mNSCLC: HTA Assessment ,France
What magnitude of mOS improvement would be required to achieve an ASMR IV or better (if prior expectation was ASMR V) ASMR III or better (if prior expectation was ASMR IV)? ,112.c,[Payer] mNSCLC: HTA Assessment ,France
"If Product X is awarded an HTA rating that precludes its inclusion in liste en sus, what are the alternative routes of access? ",113,[Payer] mNSCLC: HTA Assessment ,France
Moderator note: criterion for inclusion on liste en sus ,113.a,[Payer] mNSCLC: HTA Assessment ,France
"[KOL] If Product X is not included in liste en sus, to what extent would you use it?",114,[Payer] mNSCLC: HTA Assessment ,France
What would be the impact of the following additional evidence on the TC’s assessment?,115,[Payer] mNSCLC: HTA Assessment ,France
Indirect treatment comparisons provided at the time of TC review ,115.a,[Payer] mNSCLC: HTA Assessment ,France
Health economic deliverables: cost-effectiveness and budget impact models ,115.b,[Payer] mNSCLC: HTA Assessment ,France
How would the inclusion of Product X in the ESMO guidelines impact value perception? How would it impact your expectations for HTA outcomes? What about inclusion in national guidelines? ,116,[Payer] mNSCLC: HTA Assessment ,France
How would it impact your expectations for HTA outcomes?,116.a,[Payer] mNSCLC: HTA Assessment ,France
What about inclusion in national guidelines?,116.b,[Payer] mNSCLC: HTA Assessment ,France
"Could innovative contracting such as outcomes-based or finance-based innovative value schemes, address any of the TC’s concerns around efficacy of Product X in mNSCLC? ",117,[Payer] mNSCLC: HTA Assessment ,France
Which innovative schemes can be leveraged? Probe the following potential innovative access strategies: ,117.a,[Payer] mNSCLC: HTA Assessment ,France
"Conditional agreements based on product utilization: 

Patient caps (The total dose or cost per patient is capped – units consumed beyond the cap are provided for free) 

Duration-based contracts (Price per patient is reduced or increased over time or at specific patient milestones (e.g. price in the first four years of treatment is $100, after which it reduces to $80)) 

Cost-sharing (Manufacturer pays for the drug costs in the initial treatment phase. An alternative is paying for HRU costs (e.g. hospitalisation) during initiation. Usually administered through rebates) 

Price/volume agreement / revenue cap (The price of the product is agreed on for a pre-defined volume of sales, beyond which a discount is applied. The repayment mechanism is usually a rebate or credit note, paid once the total annual sales are established) ",117.a.i,[Payer] mNSCLC: HTA Assessment ,France
"Outcomes based, conditional on costs or patient outcomes 

Performance-based (Common in oncology. Agreement that is contingent on the product resulting in certain patient relevant outcomes, which if not achieved will result in a rebate / price penalty) 

Pay for response based on clinical outcomes 

Pay for response based on adherence to treatment ",117.a.ii,[Payer] mNSCLC: HTA Assessment ,France
Indication-based pricing (Usually administered through rebates. Ex: Avastin in IT (used in multiple indications) has indication-specific risk-sharing agreement; when used in advanced colorectal cancer an additional 7% applies along with an annual budget cap) ,117.a.iii,[Payer] mNSCLC: HTA Assessment ,France
Price differentiation by line of treatment ,117.a.iv,[Payer] mNSCLC: HTA Assessment ,France
"What is your preference for the payback mechanism (i.e. upfront discount, rebate, payment/reimbursement contingent upon results)?  ",117.b,[Payer] mNSCLC: HTA Assessment ,France
"If implemented, would this be negotiated on top of a standard, straight discount?",117.c,[Payer] mNSCLC: HTA Assessment ,France
What will be the outcome of the G-BA evaluation? ,118,[Payer] mNSCLC: HTA Assessment ,Germany
Which product(s) might be included in the ACT?  ,119,[Payer] mNSCLC: HTA Assessment ,Germany
What are the implications of the update of clinical guidelines in Germany (S3-Leitlinie) on ACT? ,119.a,[Payer] mNSCLC: HTA Assessment ,Germany
Moderator note: the following are the likely ACTs baskets given the new S3 guidelines: ,119.b,[Payer] mNSCLC: HTA Assessment ,Germany
"After first-line therapy with PD-(L)1 antibody in monotherapy: 

Cisplatin + (vinorelbin or gemcitabin or docetaxel or paclitaxel or pemetrexed) 

Carboplatin + (vinorelbin or gemcitabin or docetaxel or paclitaxel or pemetrexed) 

Carboplatin + nab-Paclitaxel 

Gemcitabin or vinorelbin monotherapy ",119.b.i,[Payer] mNSCLC: HTA Assessment ,Germany
"After first-line therapy with cytotoxic chemotherapy + PD-(L)1 antibody (also sequential) 

Patient-specific therapy considering prior therapy and histology, selecting: Afatinib, Pemetrexed, Erlotinib, Docetaxel, Docetaxel + ramucirumab, Docetaxel + nintedanib, vinorelbine ",119.b.ii,[Payer] mNSCLC: HTA Assessment ,Germany
"Moderator note: prior to the S3 guideline update, a 3rd basket may have been considered: ",119.c,[Payer] mNSCLC: HTA Assessment ,Germany
"After first-line therapy with cytotoxic chemotherapy 

Docetaxel (PD-L1-negative tumors only), Pemetrexed (PD-L1-negative tumors only), Nivolumab, Pembrolizumab, Atezolizumab, Docetaxel + nintedanib (PD-L1-negative tumors only) ",119.c.i,[Payer] mNSCLC: HTA Assessment ,Germany
What is driving the G-BA’s benefit assessment? ,120,[Payer] mNSCLC: HTA Assessment ,Germany
Phase 2 design ,120.a,[Payer] mNSCLC: HTA Assessment ,Germany
Clinical evidence: OS and ORR ,120.b,[Payer] mNSCLC: HTA Assessment ,Germany
Single arm trial ,120.c,[Payer] mNSCLC: HTA Assessment ,Germany
"If the single-arm design is not appropriate, what would be considered the appropriate clinical comparator for a 2L HER2+ aGC trial?  ",120.c.iii,[Payer] mNSCLC: HTA Assessment ,Germany
Would the cost of Product X be covered by a G-DRG? Why or why not? ,121,[Payer] mNSCLC: HTA Assessment ,[Germany] 
"If not included on a G-DRG, probe inclusion into NUB (temporary supplemental funding from sick funds for early access to new treatments prior to incorporation within the G-DRG) ",121.a,[Payer] mNSCLC: HTA Assessment ,[Germany] 
What would be the impact of the following additional evidence on the G-BA’s assessment:,122,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Quality of life data?,122.a,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Patient reported outcomes?,122.b,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Health economic deliverables: cost-effectiveness and budget impact models,122.c,[Payer] mNSCLC: HTA Assessment ,[Germany] 
How would the inclusion of Product X in the ESMO guidelines impact value perception? How would it impact your expectations for HTA outcomes? What about inclusion in national guidelines?,123,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Could innovative contracting address any of the G-BA’s concerns?,124,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Which innovative schemes can be leveraged? Probe the following potential innovative access strategies:,124.a,[Payer] mNSCLC: HTA Assessment ,[Germany] 
"Conditional agreements based on product utilization: 

Patient caps (The total dose or cost per patient is capped – units consumed beyond the cap are provided for free) 

Duration-based contracts (Price per patient is reduced or increased over time or at specific patient milestones (e.g. price in the first four years of treatment is $100, after which it reduces to $80)) 

Cost-sharing (Manufacturer pays for the drug costs in the initial treatment phase. An alternative is paying for HRU costs (e.g. hospitalisation) during initiation. Usually administered through rebates) 

Price/volume agreement / revenue cap (The price of the product is agreed on for a pre-defined volume of sales, beyond which a discount is applied. The repayment mechanism is usually a rebate or credit note, paid once the total annual sales are established) ",124.a.i,[Payer] mNSCLC: HTA Assessment ,[Germany] 
"Outcomes based, conditional on costs or patient outcomes 

Performance-based (Common in oncology. Agreement that is contingent on the product resulting in certain patient relevant outcomes, which if not achieved will result in a rebate / price penalty) 

Pay for response based on clinical outcomes 

Pay for response based on adherence to treatment ",124.a.ii,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Indication-based pricing (Usually administered through rebates. Ex: Avastin in IT (used in multiple indications) has indication-specific risk-sharing agreement; when used in advanced colorectal cancer an additional 7% applies along with an annual budget cap),124.a.iii,[Payer] mNSCLC: HTA Assessment ,[Germany] 
Price differentiation by line of treatment,124.a.iv,[Payer] mNSCLC: HTA Assessment ,[Germany] 
"What is your preference for the payback mechanism (i.e. upfront discount, rebate, payment/reimbursement contingent upon results)?",124.b,[Payer] mNSCLC: HTA Assessment ,[Germany] 
"If implemented, would this be negotiated on top of a standard, straight discount? ",124.c,[Payer] mNSCLC: HTA Assessment ,[Germany] 
What do you think the outcome of the AIFA evaluation will be?,125,[Payer] mNSCLC: HTA Assessment ,[Italy]
What is driving AIFA’s assessment?,126,[Payer] mNSCLC: HTA Assessment ,[Italy]
Phase 2 design,126.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
Clinical evidence: OS and ORR,126.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
Single-arm trial,126.c,[Payer] mNSCLC: HTA Assessment ,[Italy]
"Moderator note: If the single-arm design is not appropriate, probe on what would be considered the appropriate clinical comparator",126.c.i,[Payer] mNSCLC: HTA Assessment ,[Italy]
Moderator note: if no coverage is expected because of the single-arm trial: Gavreto received reimbursement in November 2022 with SAT and OS and PFS as secondary endpoints,126.c.ii,[Payer] mNSCLC: HTA Assessment ,[Italy]
How important is cost-effectiveness and budget impact in the assessment?,127,[Payer] mNSCLC: HTA Assessment ,[Italy]
"If Product X is reimbursed, what level of innovation would Product X achieve? Do you expect full innovative status or conditionally innovative status?",128,[Payer] mNSCLC: HTA Assessment ,[Italy]
What would be required for full innovation status?,128.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
What would be required for conditionally innovation status?,128.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
"Besides mOS, what other endpoints or data would influence obtaining innovation status?",128.c,[Payer] mNSCLC: HTA Assessment ,[Italy]
"If Product X is reimbursed, are there any additional restrictions that should be expected for Product X?",129,[Payer] mNSCLC: HTA Assessment ,[Italy]
Probe restrictions to specific physicians?,129.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
Probe implementing a therapeutic plan? What would this include?,129.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
"If Product X is reimbursed, would the cost of Product X be covered by a DRG? Why or why not?",130,[Payer] mNSCLC: HTA Assessment ,[Italy]
"If Product X is not reimbursed, what are alternatives to facilitate access of Product X to patients? ",131,[Payer] mNSCLC: HTA Assessment ,[Italy]
Probe for early access program under Law 648,131.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
Which regions will conduct their own evaluation? To what extent can they control access vs. provide recommendations?,132,[Payer] mNSCLC: HTA Assessment ,[Italy]
What would be the impact of the following additional evidence on the AIFA assessment:,133,[Payer] mNSCLC: HTA Assessment ,[Italy]
Quality of life data?,133.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
Patient reported outcomes?,133.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
Indirect treatment comparisons,133.c,[Payer] mNSCLC: HTA Assessment ,[Italy]
Health economic deliverables: cost-effectiveness and budget impact models,133.d,[Payer] mNSCLC: HTA Assessment ,[Italy]
How would the inclusion of Product X in the ESMO guidelines impact value perception? How would it impact your expectations for HTA outcomes? What about inclusion in national guidelines?,134,[Payer] mNSCLC: HTA Assessment ,[Italy]
How would it impact your expectations for HTA outcomes?,134.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
What about inclusion in national guidelines?,134.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
Could innovative contracting address any of AIFA’s concerns?,135,[Payer] mNSCLC: HTA Assessment ,[Italy]
Which innovative schemes can be leveraged? Probe the following potential innovative access strategies:,135.a,[Payer] mNSCLC: HTA Assessment ,[Italy]
"Conditional agreements based on product utilization: 

Patient caps (The total dose or cost per patient is capped – units consumed beyond the cap are provided for free) 

Duration-based contracts (Price per patient is reduced or increased over time or at specific patient milestones (e.g. price in the first four years of treatment is $100, after which it reduces to $80)) 

Cost-sharing (Manufacturer pays for the drug costs in the initial treatment phase. An alternative is paying for HRU costs (e.g. hospitalisation) during initiation. Usually administered through rebates) 

Price/volume agreement / revenue cap (The price of the product is agreed on for a pre-defined volume of sales, beyond which a discount is applied. The repayment mechanism is usually a rebate or credit note, paid once the total annual sales are established) ",135.a.i,[Payer] mNSCLC: HTA Assessment ,[Italy]
"Outcomes based, conditional on costs or patient outcomes 

Performance-based (Common in oncology. Agreement that is contingent on the product resulting in certain patient relevant outcomes, which if not achieved will result in a rebate / price penalty) 

Pay for response based on clinical outcomes 

Pay for response based on adherence to treatment ",135.a.ii,[Payer] mNSCLC: HTA Assessment ,[Italy]
Indication-based pricing (Usually administered through rebates. Ex: Avastin in IT (used in multiple indications) has indication-specific risk-sharing agreement; when used in advanced colorectal cancer an additional 7% applies along with an annual budget cap),135.a.iii,[Payer] mNSCLC: HTA Assessment ,[Italy]
Price differentiation by line of treatment,135.a.iv,[Payer] mNSCLC: HTA Assessment ,[Italy]
"What is your preference for the payback mechanism (i.e. upfront discount, rebate, payment/reimbursement contingent upon results)?",135.b,[Payer] mNSCLC: HTA Assessment ,[Italy]
"If implemented, would this be negotiated on top of a standard, straight discount?",135.c,[Payer] mNSCLC: HTA Assessment ,[Italy]
"For the IPT (therapeutic positioning report) assessment, will the HER2m mNSCLC indication be prioritized, and would it be coordinated by RevalMed?",136,[Payer] mNSCLC: HTA Assessment ,[Spain]
What will be the likely outcome of the IPT?,137,[Payer] mNSCLC: HTA Assessment ,[Spain]
Will it go through an evaluation by AEMPS?,138,[Payer] mNSCLC: HTA Assessment ,[Spain]
Would this product be restricted to hospitals?,139,[Payer] mNSCLC: HTA Assessment ,[Spain]
What attributes are driving the assessment?,140,[Payer] mNSCLC: HTA Assessment ,[Spain]
Phase 2 design,140.a,[Payer] mNSCLC: HTA Assessment ,[Spain]
Single-arm trial,140.b,[Payer] mNSCLC: HTA Assessment ,[Spain]
"If the single-arm design is not appropriate, what would be considered the appropriate clinical comparator for a 2L HER2+ aGC trial?",140.b.i,[Payer] mNSCLC: HTA Assessment ,[Spain]
Clinical evidence,140.c,[Payer] mNSCLC: HTA Assessment ,[Spain]
How important is cost-effectiveness and budget impact in the assessment?,141,[Payer] mNSCLC: HTA Assessment ,[Spain]
Do you expect any further restrictions independent of price?,142,[Payer] mNSCLC: HTA Assessment ,[Spain]
"If yes, probe: how would restrictions be enforced?",142.a,[Payer] mNSCLC: HTA Assessment ,[Spain]
What are your expectations of risk-sharing agreements at the regional level?,143,[Payer] mNSCLC: HTA Assessment ,[Spain]
How do you expect regions to evaluate this product in addition to the IPT?,144,[Payer] mNSCLC: HTA Assessment ,[Spain]
Which regions do you expect to conduct their own evaluations?,144.a,[Payer] mNSCLC: HTA Assessment ,[Spain]
"If Product X is not reimbursed, what are alternative to facilitate access of Product X to patients?",145,[Payer] mNSCLC: HTA Assessment ,[Spain]
What would be the impact of the following additional evidence on the IPT:,146,[Payer] mNSCLC: HTA Assessment ,[Spain]
Quality of life data?,146.a,[Payer] mNSCLC: HTA Assessment ,[Spain]
Patient reported outcomes?,146.b,[Payer] mNSCLC: HTA Assessment ,[Spain]
Indirect treatment comparisons,146.c,[Payer] mNSCLC: HTA Assessment ,[Spain]
Health economic deliverables: cost-effectiveness and budget impact models,146.d,[Payer] mNSCLC: HTA Assessment ,[Spain]
How would the inclusion of Product X in the ESMO guidelines impact value perception? How would it impact your expectations for HTA outcomes? What about inclusion in national guidelines?,147,[Payer] mNSCLC: HTA Assessment ,[Spain]
Could innovative contracting address any concerns by the ministry of health?,148,[Payer] mNSCLC: HTA Assessment ,[Spain]
Which innovative schemes can be leveraged? Probe the following potential innovative access strategies:,148.a,[Payer] mNSCLC: HTA Assessment ,[Spain]
"Conditional agreements based on product utilization: 

Patient caps (The total dose or cost per patient is capped – units consumed beyond the cap are provided for free) 

Duration-based contracts (Price per patient is reduced or increased over time or at specific patient milestones (e.g. price in the first four years of treatment is $100, after which it reduces to $80)) 

Cost-sharing (Manufacturer pays for the drug costs in the initial treatment phase. An alternative is paying for HRU costs (e.g. hospitalisation) during initiation. Usually administered through rebates) 

Price/volume agreement / revenue cap (The price of the product is agreed on for a pre-defined volume of sales, beyond which a discount is applied. The repayment mechanism is usually a rebate or credit note, paid once the total annual sales are established) ",148.a.i,[Payer] mNSCLC: HTA Assessment ,[Spain]
"Outcomes based, conditional on costs or patient outcomes 

Performance-based (Common in oncology. Agreement that is contingent on the product resulting in certain patient relevant outcomes, which if not achieved will result in a rebate / price penalty) 

Pay for response based on clinical outcomes 

Pay for response based on adherence to treatment ",148.a.ii,[Payer] mNSCLC: HTA Assessment ,[Spain]
Indication-based pricing (Usually administered through rebates. Ex: Avastin in IT (used in multiple indications) has indication-specific risk-sharing agreement; when used in advanced colorectal cancer an additional 7% applies along with an annual budget cap),148.a.iii,[Payer] mNSCLC: HTA Assessment ,[Spain]
Price differentiation by line of treatment,148.a.iv,[Payer] mNSCLC: HTA Assessment ,[Spain]
"What is your preference for the payback mechanism (i.e. upfront discount, rebate, payment/reimbursement contingent upon results)?",148.b,[Payer] mNSCLC: HTA Assessment ,[Spain]
"If implemented, would this be negotiated on top of a standard, straight discount?",148.c,[Payer] mNSCLC: HTA Assessment ,[Spain]
What do you consider to be the appropriate price reference for Product X in 2L+ HER2m mNSCLC?,149,[Payer] mNSCLC: Standalone Price Assessment,none
"Please refer to Slide 14 in the backgrounder as needed where we provide the [FR, IT, ES] list prices [DE] net prices of some current agents",149.i,[Payer] mNSCLC: Standalone Price Assessment,none
"[FR] Will CEPS agree on a reference cost they consider economically relevant (in terms of cost, treatment duration and population treated) based on one or more economic comparator drugs ? Which economically relevant comparator could be identified ?",149.ii,[Payer] mNSCLC: Standalone Price Assessment,none
"[FR] Moderator Note: Hypothesis is docetaxel or other chemo as Product X usage would primarily replace those drugs in 2L+. IOs can potentially serve as price anchors but they are 1L standard of care and HAS is very clear that when they are used in 1L they won’t be used in 2L+, so it is uncertain that they would be considered “CCP” by HAS. The probability that CEPS considers then as price comparators is higher, though. Additionally, emerging therapies (IO+TKI, Dato-DXd, …) may serve as price anchors in 2L+, but it seems that may launch too late to serve as price anchors.",149.iii,[Payer] mNSCLC: Standalone Price Assessment,none
"[IT] Moderator Note: For awareness, IT Hypothesis docetaxel. IT team notes that Cyramza, Avastin, Vargatef combos are not available in Italy and immunotherapy (Keytruda, Opdivo) does not work",149.iv,[Payer] mNSCLC: Standalone Price Assessment,none
"[ES] Hypothesis is Docetaxel, immunotherapy options (e.g. Opdivo, Keytruda, Tecentriq) will be considered if reimbursed for the indication",149.v,[Payer] mNSCLC: Standalone Price Assessment,none
"[FR, IT, ES] Do you have a general sense of the list to net discount for the branded agents?",149.b,[Payer] mNSCLC: Standalone Price Assessment,none
"Moderator note: please do not mention the below level of discounts to the respondents, but rather cross check with market expectations for list to net discounts:",149.b.i,[Payer] mNSCLC: Standalone Price Assessment,none
[FR][IT][ES] What do you perceive of the list to net price assumption listed on the slide? Is this in line with your understanding?,150,[Payer] mNSCLC: Standalone Price Assessment,none
"Moderator note: Assumption are: 

[FR] ~40% 

[IT] ~60% for Opdivo / Keytruda, ~40% for Cyramza / Avastin / Vargatef 

[ES] ~40% ",150.i,[Payer] mNSCLC: Standalone Price Assessment,none
Are there indirect price references or benchmarks you also consider to be potential references?,151,[Payer] mNSCLC: Standalone Price Assessment,none
"For hypothetical Product X, what net price per month would you consider to be:",152,[Payer] mNSCLC: Standalone Price Assessment,none
An acceptable net price that is in-line with the overall value of Product X,152.a,[Payer] mNSCLC: Standalone Price Assessment,none
An expensive net price that is pushing the upper limit of the overall value of Product X,152.b,[Payer] mNSCLC: Standalone Price Assessment,none
A prohibitively net expensive price that is excessive and far out of line with the overall value of Product X,152.c,[Payer] mNSCLC: Standalone Price Assessment,none
"[DE] Given your expectations for the G-BA assessment (additional benefit rating), what net price do you expect to be negotiated by the G-KV (federal association of sick funds)?",153,[Payer] mNSCLC: Standalone Price Assessment,none
"If “no additional benefit” expected, how would the price reference basket be defined? What are your price expectations in this scenario?",153.a,[Payer] mNSCLC: Standalone Price Assessment,none
"If an additional benefit rating is expected, what price do you think the GKV would seek to negotiate for Product X?",153.b,[Payer] mNSCLC: Standalone Price Assessment,none
"[FR] Considering the ASMR score you expect for Product X, what price do you think CEPS would seek to negotiate for Product X if the full expected patient population is included in the price-volume agreement?",154,[Payer] mNSCLC: Standalone Price Assessment,none
"[IT/ES] Considering the evaluation outcome you expect for Product X, what price do you think national/regional authorities would seek to negotiate for Product X for access to the labeled population?",155,[Payer] mNSCLC: Standalone Price Assessment,none
What factors will be most influential in price negotiations for Product X,155.a,[Payer] mNSCLC: Standalone Price Assessment,none
What information or data can be provided to increase pricing potential or broaden access?,155.b,[Payer] mNSCLC: Standalone Price Assessment,none
Please refer to Exhibit 7. What is the likelihood that each price could be achieved in price negotiations for Product X?,156,[Payer] mNSCLC: Standalone Price Assessment,none
"If you were aware this additional trial was ongoing, to what extent do you believe that a conditional HTA would be provided for Product X in mNSCLC, with a requirement to re-submit on the basis of comparative data?",157,[Payer] mNSCLC: Impact of Trial 4,none
"If conditional approval is possible, at what point would the manufacturer need to present confirmatory Trial 4 data?",157.a,[Payer] mNSCLC: Impact of Trial 5,none
How can this trial data be leveraged to secure reimbursement for Product X in mNSCLC?,158,[Payer] mNSCLC: Impact of Trial 6,none
"If the EMA had an approval of Product X in HER2m mNSCLC with type 2 variation with availability of Trial 4 data, how does this impact HTA outcomes?",159,[Payer] mNSCLC: Impact of Trial 7,none
Would this additional data trigger a re-assessment of Product X?,160,[Payer] mNSCLC: Impact of Trial 8,none
"If yes, how could this new data impact price expectations?",160.a,[Payer] mNSCLC: Impact of Trial 9,none
Will it be possible for Product X’s price to increase from its initial launch price with this additional data?,160.b,[Payer] mNSCLC: Impact of Trial 10,none
"If the manufacturer instead waited to launch Product X in mNSCLC until data from the phase 3 head to head trial is available, how would this impact your expectations:",161,[Payer] mNSCLC: Impact of Trial 11,none
"[FR] For the TC’s assessment, specifically the SMR and ASMR ratings",161.a,[Payer] mNSCLC: Impact of Trial 12,none
"[DE] For the G-BA assessment, specifically the level of unmet need",161.b,[Payer] mNSCLC: Impact of Trial 13,none
"[IT] For AIFA’s assessment, specifically reimbursement of Product X and innovation status?",161.c,[Payer] mNSCLC: Impact of Trial 14,none
[ES] For the IPT and reimbursement of Product X?,161.d,[Payer] mNSCLC: Impact of Trial 15,none
What is driving this change?,161.e,[Payer] mNSCLC: Impact of Trial 16,none
"Overall, when a product expands indication, does the indication expansion trigger a reassessment of its existing indications? Please explain",162,Cross-Indication Assessment (~20 min),none
"When a product expands into multiple indications in a short timeframe (e.g. within 6 months), to what extent can bundling of the indications take place? Probe: implications on HTA submission (i.e. whether the manufacturer needs to submit multiple dossiers vs. one dossier) and price (i.e. whether there will be one single price negotiation for all indications)",163,Cross-Indication Assessment (~20 min),none
Is there a minimum price discount threshold you have for indication expansion? Why or why not?,164,Cross-Indication Assessment (~20 min),none
Would it be possible to increase the price of Product X if the new indication which is launching has a higher standalone value-based price versus previous indications? Why or why not?,165,Cross-Indication Assessment (~20 min),none
[DE] Are you aware of any past examples of a price increase following an indication expansion?,165.a,Cross-Indication Assessment (~20 min),none
"Based on a weighted average calculation, accounting for each indication’s standalone value-based price and the total volume of that indication, a [refer to live excel with price calculation]% discount would be expected with indication expansion. Does this impact your expectations?",166,Cross-Indication Assessment (~20 min),none
"With the discount you mentioned, the final price for Product X would be below the standalone, value-based price in the new indication. Does this impact your perceptions of the price evolution of Product X",167,Cross-Indication Assessment (~20 min),none
"If Product X then launches into mNSCLC, what expectations do you have for price evolution?",168,Cross-Indication Assessment (~20 min),none
"NSCLC: If Product X then launches into mNSCLC, what expectations do you have for price evolution",168.m,Cross-Indication Assessment (~20 min),none
"[FR] Sequence 2: For sequence #2, let’s assume the manufacturer is planning to launch in 3 indications at the same time, during its initial launch. For indications A and B, assume we did a similar exercise we did today. We have our aGC indication here as well. Based on the population size and dosing, the weighted average price for all three indications would be €[To be calculated during interview] per month. Do you agree?",169,Cross-Indication Assessment (~20 min),[France] 
"Probe: role of population size, efficacy of Product X and unmet needs in each indication",169.a,Cross-Indication Assessment (~20 min),[France] 
"mNSCLC: Now, if Product X expands into mNSCLC, where mNSCLC represents a 2% increase in population, do you expect there to be an impact on net price? If so, what level?",169.b,Cross-Indication Assessment (~20 min),[France] 
What is the potential to maintain Product X’s price given mNSCLC represents a very small increase in population size for Product X?,169.b.i,Cross-Indication Assessment (~20 min),[France] 
