user_id,question_id,answer,study_id
17,176,"It was a lovely discussion. Obviously, as always, in the field of cancer, I am a researcher, and so the quality of the trials is not tremendously high. Therefore, it is difficult to negotiate the price with AIFA and with EMA, because they are seeing a lot of trials, statistical power probably low. But itâ€™s always the same history. In the field of cancer, the quality of the trials are very frequently, I have to say, even low. Acceptable, obviously, but substantially low. ",DAI475
18,1,"I think itâ€™s quite in line according to my information. One thing is to take into account this population which is stemming from epidemiological studies. Other thing is where we have to calculate the eligibility patients that are going to receive the new product which is obviously different. So, this is the maximum number of patients suffering from this condition HER2+. But, obviously we can assume that the product is going to take some market shares. This is the not the total number of patients that are going to receive the products, at least in the first years of the commercialization. So this is the only comment, but in principle these numbers are quite consistent.",DAI475
18,1.b,"It is the second calculation, because obviously as you know the driver variable in order to decide the price is the budget impact. So obviously the budget impact is represented by the expected population that is going to receive the products not the entire population suffering from this condition. So in principle we may assume there are going to be less than 1000 patients for sure.",DAI475
18,2.a,"4,4,5",DAI475
18,2.b,"Well, the main point/issue is the overall of survival which is not particularly high for this subgroup or population. Thatâ€™s why particularly for the less and the farther lines is relatively poor. So I think they may need the maximum. But also for the other 2 populations quite high. Again, based on the assumption that your survival is still, I would say, not particularly acceptable.",DAI475
18,3.a,"4,4,2",DAI475
18,3.c.ii,"Because for the third line there are very few treatments. The length of the treatments is relatively short so at the end, the economic burden is definitely lower. If I remember correctly, we just have chemotherapies well Lonsurf is relatively expensive, but at the end if we compare the cost of treatment in the previous line with the 3rd and the following line there is quite a relevant difference in terms of burden. Obviously Iâ€™m thinking about pharmacological treatments because at this stage in any case I think hospitalizations are relatively rare there is no surgery there is no other aspects. So, I think that the pharmacological treatments are a good representation of the economic burden, which is not only related to this because we have visits, we have monitoring. But, the major costs are related for sure to the pharmacological treatments, which are if we take Irinotecan, Lonsurf, and the others, compared to the other lines is dramatically lower.",DAI475
18,4,2.5,DAI475
18,4.a,"Well, the limitation as I said in the beginning is consistent with the unmet need, so in any case the survival is not particularly high, so thatâ€™s why I wrote something in the middle. Even if, honestly speaking, when the question is level of satisfaction, it is more a question for clinicians than for economists. I tried to interpret the answer of a clinician, maybe they are more satisfied. You know the clinical perspective sometimes is quite different from the payers because clinicians might say they are quite satisfied particularly because they have in mind what happened years ago when some treatments were not available. So, compared to the past, I think we have quite a substantiable improvement. But still, I think there is a lot of room for improvement thatâ€™s why the satisfaction from my perspective is not very high. But again, a clinical could be in a position to give a better answer. ",DAI475
18,5.a,"4,4,5",DAI475
18,5.b,"Well, as far as I know for instance the safety and tolerability of these products are quite good. Obviously we may have some difference depending on the regiments that are chosen. But, I think that it is possible to improve. Obviously, the setting tolerability. But still I think that the major aspect is the quantitative aspect, so the number of months for survival thatâ€™s what I had in mind.

Well the difference is that for 3L we have quite fewer treatments compared to the 2L. In the 2L we have quite a lot of treatments, quite a lot of options really. So, I think to see the difference. But again, its very technical aspects because we may have different subpopulations, different status of patients, different response rates, so since we have quite a few alternatives I think it depends very much on the subgroup of patients that are going to be treated in the 2L particularly. Also the difference is maybe if the patients coming from the 1L or from other lines, you know the pathway of patients may interfere, may give different results because the sequence is very important, which is very difficult to evaluate now.",DAI475
18,10,"Obviously there is a major difference between Trial A and Trial B. It is not clear to me, are both Phase II but there are a lot of differences on the 2 studies. Just to understand, the Trial A is supportive, so the major trial is going to be Trial B, at least for the EMA, is that correct my interpretation? [Yes]
Also because even if (for instance) we have double the population in Trial A, it is only half the Asian population which is usually considered normally quite a strong limitation, in cancer. So, it is a difference opposite Trial B as US and European population. If I understand the positive aspect of Trial A is that it is a study vs a comparator. On the opposite product, Trial B, is a single-arm. It is quite a strange situation because normally a trial like Trial A could be considered more relevant. But according to the limitations of this trial probably is not the case. Even if apparently the results are expected to be very similar because looking to the mOS, it is exactly the same. Obviously Trial A is very useful to understand delta, the added benefit, which is roughly speaking 4 months. On the opposite it is impossible with a single arm. So thatâ€™s why probably we have to take into account both studies in order to understand the real benefits and confirming the 12 months of survival in trial B probably is the result we take into account, the mPFS is exactly the same . So yeah, I think, one is helping the other, if you like, the 2 trials. The impression is quite positive because, again if we take into account the irinotecan/paclitaxel, alternative, gaining roughly 4 months overall survival, itâ€™s an acceptable delta.",DAI475
18,11,"[Can assume follow on study in 2L] not clear to me, both phase II but there are a lot of difference between the 2 studies. Trial A is supportive, so trial B is the major trial for the EMA? [yes] Even if we have double the pop in trial A, its all Asian which is a strong limitation in cancer. If I understand, the positive of trial A is it's an RCT, but trial B is single arm which is quite a strange situation because normally a trial like A would be considered more relevant but according to limitations of Trial A its not the case. Results look to be very similar as mOS are the same. Trial A is important to understand the delta which is 4 months. On the other hand its a single arm which is why we have to take both into account. Confirming the mOS in trial B is what we will take into account. The 2 trials are helping each other. The case looks quite positive. Gaining 4 months more in survival in trial A is acceptable.",DAI475
18,11.b,I think itâ€™s acceptable because itâ€™s one of the alternatives now clinicians have in order to treat these patients so I think it is quite representative. Also for Italy I would say. No negative comments about that I would say.,DAI475
18,11.c,"I guess the only way to mitigate this kind of little concern, that normally in Italy we have when there is a single population, particularly in this case the Asian population, for whom sometimes in cancer there are some difficulties to consider how representative from biological points of view they are, not only from the biological POV but also from the healthcare organizations, there is still some concern about cancer from Asia that is why strongly we prefer studies with occidental countries. Ok some Asian country could be included, but not just Asian countries. The way to overcome this kind of limitation I guess is only one, to make a kind of ITC, and indirect treatment comparison. For instance, Iâ€™m sure that we have some good studies about the comparator that has been chosen for this Trial A. And indirectly, I have no data, but could be physical direct comparison just in order to confirm the results for instance. In here we have an mPFS over 3.5 months or survival or 8.5 just to check if the studies of the competitors in the test show the similar results. So the point is to be quite sure that the difference is not a major difference. Obviously we are talking about the comparator because X obviously the data are here. [In France, there could be an early access scheme for this 3L population, so there might be some real world data collected on outcomes from this French population and it would be in the 3L segment here. Would that data be valuable to you? It would be overall survival, time to discontinuation, QoL.]
Yes it is correct, I was wrong when I said that the only was an entire comparison through the registration of the clinical trials. Because helpfully if we have real world data from France, also this data could be taken into account in order to mitigate possibly the difference we have. So yes, just to say that the very sound decision is normally made on the clinical trials rather than real world studies, but in this case could be really supportive to give some results from France, absolutely.",DAI475
18,12.b,"Well, obviously itâ€™s not the best design as you may understand particularly because normally a single arm is well accepted, when there is no treatment alternative or we are talking about specific rare disease. But in this case, having already since years, Iâ€™d say, treatments for these patients, itâ€™s quite a limited design. But again, probably itâ€™s possible to combine the 2 results which are again very, very similar. So, I think in this case it could help. On the opposite, if the difference between the results form A and B would be very high we would have some problem obviously. But in this case maybe, I think it is going to be quite acceptable.",DAI475
18,12.b.i,"The comparator that has been used in Trial A, as I said, is quite acceptable honestly. So yeah. [moderator points out that Trial A is 3L and Trial B is 2L] Ah yes this is correct. Oh, well yes, because in 2L we have [thereâ€™s Ramucirumab and Pembrolizumab as an essential] which are quite different from the â€¦irinotecan. This is true, itâ€™s probably representing some problem because, yeah, sorry I didnâ€™t see that Trial A is a 3L+ and Trial B is 2L. Which was the rationale behind because having quite few well established treatments in 2L I think itâ€™s very difficult to give good rationale behind Trial B. This could be a problem because, for instance, if I look at these 2 trials, there is one problem. Assuming that the product is approved, because the results are positive, the point is, in which line are we going to approve this product, in 3L or 2L? You know because even if the population (blah blah) are very similar, have similar inclusion criteria, obviously the treatments for the patients was very different. One thing is to be a 3L another thing is to be in 2L. Probably this is the major problem that we are facing with these kind of studies because it is changing the label, itâ€™s changing the indication. So, how could it be possible based on Trial B to give 3L for instance? To just give just 2L, you know, if the results are very similar to the 3L it is not particularly positive. I think it is quite a strange situation because of differently, if the lines were the same, what I said until now could be quite reasonable. But now, realizing that the lines are different, there is a problem where to put this product in terms of indication. So again, could be possible for the Trial B to go through again in direct comparison, taking some of the problems that we just mentioned that are used in 2L. It seems at the end the final decision could be strongly based on indirect comparison rather than direct comparison.",DAI475
18,15,"[You mentioned the indirect comparison for Trial B, is there any other evidence or data that you would want to see for this product X?]

I think we have to work with the treatments that are available in the 2L. There is the major alternative that you mentioned before, you mentioned Cyramsza or Taxane, but you know, it is something to take into account because just the simplest picking, if this product is going to be approved in 2L the competitors are there. Now I donâ€™t know which were the results of this product in 2L, but it would make sense to put also product X in 2L if the results are relatively similar, fantastic could be if they are better. But if through the entire comparison it seems that maybe the results are lower, are less efficacious, could be very difficult to be approved in my opinion.",DAI475
18,16,"Could be minor improvement, could be moderate, could be significant. Breakthrough I exclude because the solidity is not very strong. Significant therapeutic improvement could be quite difficult but will depend on results of indirect therapeutic comparison. [will depend on overall survival?] yes [any numbers?] minor, no threshold, AIFA doesnt employ a threshold. 2 months could be minor, 4-5 months could be moderate",DAI475
18,16.a.i,"Honestly, for me itâ€™s almost impossible, because I donâ€™t know, I have no data in front of me about the efficacy of the competitors in the 2L. So could be maybe thereâ€™s some data in the PPT maybe I didnâ€™t see.
[We can assume if thereâ€™s an indirect treatment comparison that it shows Product X is better than Cyramza and Paclitaxel]
Better or similar, sorry? 
[Better]
Better, well it depends, for instance it could be minor therapeutic improvement could be but could be moderate, could be significant. Breakthrough innovation I exclude in any case because the solidity of this evidence apparently are not particularly strong so I would exclude breakthrough innovation. Significant therapeutic improvement could be either quite difficult, but between 1 and 3 it would depend very much on the results of the indirect comparison honestly. 
[Iâ€™m assuming it would depend on the overall survival benefit?]
Yes, absolutely.
[Is there a number that you think is an incremental benefit thatâ€™s more of a moderate improvement vs. a minor improvement. Are there numbers you are thinking about there?] 
Well for instance, minor could be, difficult to say because there isnâ€™t any threshold as you know. IFI is not applying a specific threshold, but I guess if we are talking about 2L, I donâ€™t know, 2 months of survival could be a minor for 5 (months) could be moderate maybe.",DAI475
18,16.c.i,"For the 3L again, the only evidence is for Trial A, but again there is some problem with Trial A. Even if because its more specific for 3L, we have 4 months, taking into account old caviats that A said about this trial, but maybe at that point could be relatively easier to be very close to 3 in this case.",DAI475
18,38,"Its because at EMA level they will know that there are confirming studies, ongoing, so just waiting for results, because at that point also for AIFA, it would be relatively easy to wait, to delay the negotiation in order to obtain this new data, that the EMA thinks that are coming, I donâ€™t know, in how many months approval, from European approval. Normally when there is a conditional approval for EMA, AIFA is waiting for the confirming studies. 
[So, even if it is EMA approved and it can be used, you think they would still wait for the confirmatory studies, they wouldnâ€™t evaluate it?]
Well the point is depending on how many months we would have to wait for the confirmation study. Because, if the point is to wait 6-8 months, it would make sense to delay the negotiation. If it is maybe longer could be maybe possible to be approved in some way even if it doesnâ€™t exist formally a conditional approval in Italy, but could be a kind of conditional approval where itâ€™s written that AIFA is in any case renegotiating the product at a certain time when the confirmation study would be available. That could probably be a typical situation for a product put in class CNN, which means that, when its CNN it is immediately available in the market, but is waiting for the final negotiation. This could be a compromise in some way. We have quite a few products staying 6 months, 8 months or so in class CNN, which is in principle not reimbursed because its (Class) C. But, itâ€™s waiting for the negotiation. This could probably be something, so in other words,  According to the EMA approval, AIFA could decide to give/open the market for the product but wait for the negotiation, which is the only way to give the full reimbursement 
[How long/what would the timing need to be before they saw the new data?]
There is a high variability, there are products in class CNN that waited one year or so, others just a few months. I would say it is case by case it is very difficult to preview particularly based on this data which could be the realurizon that you have to take into account. Again, the thing that would matter is the excepted results in terms of timing of the confirmation study, could be very crucial to understand. And based on this it would be possible to make some kind of forecast for how long the product would stay in class CNN.",DAI475
18,38.b,"I think that the 2L is more, is the more difficult indication because it is including a high number of patients. And again, the alternatives are quite a few. So it is the opposite, could be maybe possible to give first the 3L and waiting for some confirmation study, in order to give another indication also for the 2L. But you know its normally a product, unless we have specific subpopulations its difficult to obtain 2L, 3L, 4L at the same time. Normally, a product is approved for one line, then is following a negotiation for another line which is an extension, if you like. So, it depends on data. Could be possible to obtain also 1L and 2L, then the 3L, even if apparently, there is slight more solidity for the 3L, for the 2L. But again, they are so different these 2 studies, itâ€™s very difficult to choose which could be the study taken into account from AIFA in order to decide the first approval. Which could be, as we said depending on the direct comparison, particularly for the 2L, at that point, yeah, difficult to say, I have very few information. 
[Do you think if an indirection comparison was submitted, do you think that would be sufficient for reimbursement or do you think they would still wait for the follow-up study?]
I think according to these trials, I strongly think we would wait for confirming studies. 
[If the confirming study wasnâ€™t for over a year, would that change anything?]
Over a year it depends, we talking about 2 years? 
[Sure, letâ€™s say 2 years.]
Well, for 2 years obviously itâ€™s a lot. But the point is itâ€™s a lot why to give immediately, Product X to patients, if at the end the solidity of this trial is not particularly high, because there are alternatives for 3L, but as well particularly for the 2L, there are alternatives. So, the so-called unmet need in terms of availability of treatments is not particularly high. The unmet need is high because the disease as we said, but is not so high because there are no treatments. So, the only situation where it could be possible to go straight on to the approval, could be, but is not the case, in a situation where there is a lack of treatments. So, even if the solidity of the evidence is not high in any case, we can take the risk and we give the patient the treatments. But, this is not the case apparently. 
[Do you think it would be reimbursed in 3L, but they would wait in 2L for the additional data?]
Probably yes.",DAI475
18,40.a,"In 3L, once itâ€™s possible to check the solidity of this 4 months incremental mOS, there is a room in order to be considered innovative probably. But again, yes itâ€™s possible, maybe a conditional innovation which is a little bit lower, but still innovative. There is not much difference between  conditional innovative status and full innovative status honestly, but could be because in 3L the unmet need is quite high. If confirmed, this delta could be considered quite good. Obviously the quality of the studies could be very low, but in many cases was not  3rd criteria which is the quality of the study, in many cases this was not a reason to not give the conditional innovation status. So, in principal itâ€™s possible to be considered innovative, itâ€™s a matter of analysis of data. So even if my impression is that this product at the moment is not providing particularly solid evidence but maybe going through the real data of the trial maybe it could be possible to have this kind of outcome of this assessment.",DAI475
18,69,"As correctly you provided in the material, I think itâ€™s [slide 7] which was very helpful for me, was a good synthesis. According to the relatively short duration of the treatment, what matters is not the cost per month, but the expected cost per course. Here, correctly is well represented, so there is the cost per month, but what matters is the cost per course. 

opdivo, cyramza - old products? So many indications in last years. 60% discount never happens for new products. It's the case for these old, widely used treatments in oncology. Lonsurf had 40% discount which is quite good for a new prod as normally 30%. I would say for prod X starting at 30%. 60-40% are very high calculation discounts because these products are nuanced",DAI475
18,69.b,"opdivo, cyramza - old products? So many indications in last years. 60% discount never happens for new products. It's the case for these old, widely used treatments in oncology. Lonsurf had 40% discount which is quite good for a new prod as normally 30%. I would say for prod X starting at 30%. 60-40% are very high calculation discounts because these products are nuanced",DAI475
18,70,"Yeah, the 60% obviously is because the first PDL1 products, Opdivo/Keytruda are, we can say, almost quite old products, so they receive the following discounting during the life of the product. Because, as you know, Opdivo/Keytruda, they had so many indications in the last years, just to say that a 60% discount never happened for a new product. This is a specific case of this quite old and established and largely-used in oncology products. Otherwise, well also, Lonsurf had quite a few indications, thatâ€™s why 40%, which is a reasonable discount. Normally for a brand new product itâ€™s around 30%, but again, it depends what is the list price that the company is asking for. But, I would say for Product X something around 30%, even if I donâ€™t know which is going to be the requesting price. But 60/40, are definitely high confidential discount because these products are quite specific. 
[I know you said its CNN, is that just for 2L or is that overall? What happens if its reimbursed in 3L but has CNN in 2L, how does that work?]
Yes, looking at these 2 different lines, it depends how I would consider the evidence for 3L or the evidence for the 2L. The point is that the company has to make an application and asking for which kind of line is thinking for the products. So, it would depend which is the request. If the company asks first for 3L, could be probably CNN for 3L, on the opposite also for the 2L. To ask simultaneously for the two lines would be, well, very difficult I think. But even so, would be possible to have CNN for both lines. Thinking about just a single product. So, I donâ€™t think there is a distinction between the lines having CNN. CNN is something, I donâ€™t say automatic, but almost, because when a product is approved by EMA, the company may ask for CNN class. So, may ask to be commercialized immediately because the registration is mandatory from the European agency. And, is in this list of products are waiting for the negotiation. Normally a CNN is asked for when also the company knows that itâ€™s not possible to go straight on for the negotiation. So the point is, a company may ask not for CNN, but ask for the negotiation. The risk is if its not a CNN, itâ€™s not commercialized and we are waiting for price reimbursement. So, normally when there is this kind of lack of evidence, conditional approvals, waiting for more evidence and the company knows obviously the studies are ongoing, the good choice is CNN because the product is immediately available even if it is not reimbursed. But, as you know we are talking about hospital products, so the reimbursement in some way is a kind of reputation of the product. In principal, one hospital is able to buy even a product in class CNN which could be the case maybe for some patients in 2/3L, they will start to try the product, even if itâ€™s not reimbursed because itâ€™s a matter of hospital budget at the end. Itâ€™s not like outpatient products that if they are Class C or CNN, the patient has to pay out of pocket. In this case at hospital level, the patient has to pay nothing if the hospital is giving the availability of this product. So, itâ€™s a matter of volume probably because Iâ€™m sure in some hospitals, some clinicians will ask the department to by some dosage of the product, even if at the regional level they may say that there is no reimbursement, which means normally this expensive products in oncology are directly financed by the regional authority. A CNN must be on charge on the hospital budget without the possibility to ask the regional authority to give the funding. So, itâ€™s a matter of financial aspects. For sure, a CNN is having quite normally low volume during the CNN classification. 
[So, If itâ€™s the CNN class negotiation, is there a price negotiation for this product?]
No, no, CNN is free price. Normally the price of a product in CNN is assumed to be the price that the company is going to ask for in the following negotiation normally. Could be quite odd to start with a price in CNN then to ask for a strongly different price when we will have months later the negotiation. But its not based on negotiation, because itâ€™s class C.",DAI475
18,73,"[xxxx CNN] depends on the 2 different line - depends how AIFa considers it, whether the evidence for 2L or 3L is considered more solid. The company has to make an application and asking for what kind of line they request for the product. If the company request 3L, then CNN for 3L, same for 2L. If ask for the 2L at the same time then quite difficult but possible to have CNN for both. I don't think there is a distinciton between lines having CNN. When a product is approved by EMA, the company may ask for CNN class. MAy ask to be commercialised immediately because registration mandatory for EMA. Normally a CNN is asked for when the company also knows it's not possible to go straight on for the negotiation. The point is, a company may ask not for CNN but asking for negotiation. Risk is, if not CNN, not commercialised and waiting for price for reimbursement. Usually when there is lack of evidence, conditional approval, the good choice is CNN because prod is immediately available even if not reimbursed. Reimbursed in a way is to do with reputation of the product. A hospital can buy a product in class CNN which may be the case for some patients in some hospitals. They will try first the product because hospital dependent. The patient doesnt have to pay out of pocket if the hospital giving the product. Matter of volume. Some hospitals will ask to buy some dosage of the product even if at regional level no reimbursement. These prods normally reimbursed at the regional level. CNN must be in charge xxx it's a matter of financial aspects. CNN normally has low volume during classification. [price negotiation if CNN?] No, CNN is free price. Normally the price in CNN is assumed to be the price the company will ask in the following negotiation. It would be odd to start with a price in CNN then ask for a different price when we undergo negotiations",DAI475
18,81.c,"I think yes (innovative), consistency with the efficacy data. Safety data quite good, seems even better than Ram/pac. Trial C is encouraging. With this data no doubt about approval and likely to be considered innovative [seems for this prod could seek reimburseement in 3L then follow up with trial C in 2L or seek CNN and xxx] Yes, possibility, according to eval of trial A and the FR evidence in 3L, at that point possible 3L indication will be negotiated with a price with the indication. Waiting for trial C to have extension to 2L. Pathway could be reimbusement in 2L as well, not a point of CNN. CNN could be used to go directly to market but just a matter or months xxx 3L follow the normal way for negotiation, once trial C, normal pathway for 2L. Knowing there is trial C is a reason to stop intiial negotiation for trial B. xxxx irinotecan and paclitaxel in terms of comparator so could be a... difficult situation because if prod starts in 3L, the price per course in 3L is relatively low compared to the majority of 2L. I dont know how convenient for company to start with 3L. xxx could increase price but delicate. Could be quite difficult to obtain prices more likely to be recorded for 2L. I would wait for trial C, go straight into 2L then extension to 3L might be easier [if you did launch just in 3L the ref is pacli or iri which you are noting as low price, would you reference per course?] the number of lines of treatment could be longer than comparator as PFS is better. Could be possible to take cost per month even if cost per course increased - maybe 3000 a month + premium. xxx assume this prod better than comparator. Premium could be in terms of price per month and if longer duration of treatmentxxx stay with price per month. [what would be the price per month compared to pacli?] 2x or 3x because good improvement and economic comparator cheap. [If the prod waited for 2L data, and launched and had first negotiation with 2L or later pop I'm assuming cymramxa and ccc would be comparators? So price per month is 4,400 and per course it's 25,000, what could prod x?] starting point but according to better outcomes, premium of 20% or more [price per month or per course?] in this case the real reference is price per course because impacts the budget but I think we have a few months more treatment compared to cymramza. Taking price per month could be good in this case [in price renegotiations (indi expansion) could the prod increase price?] no, this has never happened. Once a prod has a price, we only expect price reduction not a price increase. Possible in some diseases where not a case of xxx since talking about different lines for same disease, extension would mean price reduction. Not subtantial as the number of patients in 3L not so high and budget impact not so high. Minor discount but must be expected",DAI475
18,83.a,"Well we are talking about 2L, there is is a good comparator, because itâ€™s one of the alternatives. The number of patients is good, is international, itâ€™s Phase 3. So, ok thatâ€™s a good study apparently, absolutely. We have the PFS, is on the edge, but itâ€™s acceptable, we have less than 5 months. But yes, I think that with this study actually, the outcome of AIFA would be absolutely positive, yes.
[What do you think the innovation status might be?]
Well, yes, I think so because the length of months again is quite consistent. There is also a consistency with the PFS and the response rate. Safety data, just to understand, yes, are quite good because it seems even better than ramucirumab, paclitaxel. So yes, I think this Trial C is encouraging, absolutely yes. With this data I think no doubt about approval and quite likely to be considered innovative, absolutely. 
[So it seems like the 2 scenarios for this product, it could try to seek reimbursement only for 3L and then follow along and try to seek reimbursement 2L, or it could go for CNN with 2L later originally, am I understanding that appropriately?]
Just a second, I come back to the initial studies. So, we have the Asian study, if I understand, asking for, well, that could be a possibility. Could be even to according to the evaluation of Trial A and if Iâ€™m right, the French evidence are for the 3L, correct?
[Yes]
At that point could be possible that the 3L indication is going to negotiated normally with a price with indication and waiting for Trial C, when it will be available, in order to have the extension to 2L,yes. A reasonable pathway could be, first of all, to obtain a reimbursement in 3L. So its not a matter of CNN honestly, well CNN is something to go immediately into the market, but itâ€™s just a matter of months to be negotiated, which is normal. When a product is approved by EMA itâ€™s not immediately negotiated in Italy, we have to wait months in any case. So, I would say 3L following the normal way for the negotiation. Once there is trial C, a normal pathway for negotiation, price reimbursement for 2L, according to the evidence coming from Trial C. Could be, knowing that there is a Trial C, for me, is a reason to stop the initial negotiation for the 2L. So, a good sequence would be first of all approval for 3L, then when there is Trial C, again, the company would ask for a new negotiation because itâ€™s an extension. So, as you know, every indication is a new negotiation. And we will have the negotiation for 2L, yeah, that could be reasonable yeah.",DAI475
18,85.b,"[So, just focusing for 3L at first, what would you think would be an appropriate price reference for Product X in 3L?]
Well, you know in principle, which is driving is the comparator in this case we are talking about irinotican/paclitaxel in terms of comparators. So could be, you know there is quite a difficult situation because if the product starts in 3L, the price per course in the 3L is relatively low compared to the 2L, the majority of the 2L. So, I donâ€™t know how convenient it could for the company it would be to start 3L, because once there is a price, if with Trial C, we will have a second negotiation for the 2L, it would be possible to increase the price. So, itâ€™s a delicate aspect. I donâ€™t say that the price for X could be exactly the price for irinotecan or Lonsurf, because its making improvements so a premium price could be there. But, could be quite difficult to obtain a price that is more likely according for the 2L, so honestly from a strategical point of view, I would wait for the Trial C, going straight on to the 2L then the extension of 3L could be relatively easier. 
[So, would you reference the price per course for these products?]
Yes, good question. Because probably the number of months of treatment with X could be longer than with the comparator because Product X is better, right. But, well, could be for the 3L could be possible to take the cost per month, even if the cost per course would be increased. But it would make sense to take the price per month in this case, thinking about 3000 euros with a premium. Even if the course maybe could be double than we have here, could be reasonable. Some calculation must be made, but we assume this Product is better than comparators so a premium could be given in principle in terms of price per month. If in this case, we have a few months of longer treatments, according to the numbers, it doesnâ€™t affect particularly the decision. So, I think that they will stay with the price per month honestly. 
[What do you think the price per month premium could be?]
In this case, these products are relatively cheap, if you like. So, according to this incremental could be expected even double or even 3 times because we have quite a good improvement. Again, because the economic comparators are relatively cheap. 
[Letâ€™s think about if product waited until the 2L data was available and launched and had their very first price negotiation with this 2L+ population. So, in that case Iâ€™m assuming price reference would be again the trial comparator for this follow on study? Is that correct?]
Yes, correct. Thatâ€™s why the price of X could be definitely higher than if its approved first for the 3L.
[So the price per month is around 4500 and price per course is around 25000. What do you think product X could achieve in terms of its price point?]
Oh, that could be a starting point, but again, according to the better benefit Iâ€™m sure that a premium could be applied, 20% maybe, or even more.
[Do you think they look at price per month or price per course?]
In this case, the real reference is the price per course because this is the impact on the budget obviously. But, I think we have a few more months of treatment compares to Cymraza. So I think a good start could be taking the price per month in this case. 
[In price renegotiations if the product comes back, is it ever possible that the product increases their price?]
No, this has never happened. As I said at the beginning, once the product has a price, we can only expect a price reduction, but never a price increase. Could be possible in some diseases where itâ€™s not a matter of lives, but itâ€™s a matter of indication, so you have different indications so itâ€™s possible sometimes to apply a price, indication based. But in this case, since we are just talking about the different lines for the same disease, once there is a price, an extension is a price reduction for sure. Maybe not substantial, because probably the budget impact would not be so big because the number of patients in 3L would not be particularly high, it depends on the estimation of the budget impact. But some discount is to be expected, maybe a minor discount, but must be expected.",DAI475
18,86,Yes,DAI475
18,87,4,DAI475
18,88,3.5,DAI475
18,89,3.5,DAI475
18,90,4,DAI475
